Location,Crash Type,Month,Municipality,Year,CrashCount,Latitude,Longitude
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Casualty,November ,NORTH VANCOUVER,2023,4,49.33199,-123.088135
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Casualty,November ,NORTH VANCOUVER,2023,5,49.304852,-123.027413
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2023,1,49.311036,-123.014719
E KEITH RD & GRAND BLVD E,Casualty,October  ,NORTH VANCOUVER,2023,1,49.313491,-123.056563
E KEITH RD & ST GEORGES AVE,Casualty,October  ,NORTH VANCOUVER,2023,1,49.315554,-123.07045
GARDEN AVE & W 1ST ST,Casualty,October  ,NORTH VANCOUVER,2023,1,49.316642,-123.118338
MAHON AVE & W KEITH RD,Casualty,October  ,NORTH VANCOUVER,2023,1,49.31994,-123.079956
LONSDALE AVE & W 16TH ST,Casualty,October  ,NORTH VANCOUVER,2023,1,49.323097,-123.072295
LLOYD AVE & MARINE DR,Casualty,October  ,NORTH VANCOUVER,2023,1,49.323815,-123.104899
MARINE DR & TATLOW AVE,Casualty,October  ,NORTH VANCOUVER,2023,1,49.323938,-123.117544
CAPILANO RD & GARDEN AVE,Casualty,October  ,NORTH VANCOUVER,2023,1,49.327335,-123.11913
E 27TH ST & FROMME RD & LYNN VALLEY RD,Casualty,October  ,NORTH VANCOUVER,2023,1,49.334069,-123.04381
E 29TH ST & LONSDALE AVE & W 29TH ST,Casualty,October  ,NORTH VANCOUVER,2023,1,49.335657,-123.07201
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2023,2,49.324292,-123.122442
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2023,5,49.33199,-123.088135
DOLLARTON HWY & FORESTER ST & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,1,49.306136,-123.010866
BROOKSBANK AVE & E 3RD ST,Casualty,September,NORTH VANCOUVER,2023,1,49.308302,-123.040484
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,1,49.311036,-123.014719
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Casualty,September,NORTH VANCOUVER,2023,1,49.313299,-123.040514
E KEITH RD & HENDRY AVE,Casualty,September,NORTH VANCOUVER,2023,1,49.313437,-123.051981
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,1,49.313697,-123.004763
E KEITH RD & ST GEORGES AVE,Casualty,September,NORTH VANCOUVER,2023,1,49.315554,-123.07045
FELL AVE & W 1ST ST,Casualty,September,NORTH VANCOUVER,2023,1,49.318039,-123.094731
CHESTERFIELD AVE & W 13TH ST,Casualty,September,NORTH VANCOUVER,2023,1,49.320023,-123.075547
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,1,49.323112,-123.100131
FIR ST & LARSON RD & WESTVIEW DR,Casualty,September,NORTH VANCOUVER,2023,1,49.325164,-123.089494
E 19TH ST & LONSDALE AVE & W 19TH ST,Casualty,September,NORTH VANCOUVER,2023,1,49.326226,-123.072214
E 21ST ST & LONSDALE AVE & W 21ST ST,Casualty,September,NORTH VANCOUVER,2023,1,49.328258,-123.072147
CAPILANO RD & W 21ST ST,Casualty,September,NORTH VANCOUVER,2023,1,49.328954,-123.118047
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,1,49.332551,-123.117171
W 28TH ST & WESTVIEW CRES & WESTVIEW DR,Casualty,September,NORTH VANCOUVER,2023,1,49.335231,-123.088108
FROMME RD & ROSS RD,Casualty,September,NORTH VANCOUVER,2023,1,49.336403,-123.043798
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,1,49.337044,-123.038214
KIRKSTONE RD & LYNN VALLEY RD,Casualty,September,NORTH VANCOUVER,2023,2,49.331271,-123.049041
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,2,49.33199,-123.088135
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Casualty,September,NORTH VANCOUVER,2023,3,49.330404,-123.088327
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Casualty,September,NORTH VANCOUVER,2023,4,49.304852,-123.027413
IRONWORKERS MEMORIAL BRIDGE,Casualty,August   ,NORTH VANCOUVER,2019,3,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,July     ,NORTH VANCOUVER,2019,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,June     ,NORTH VANCOUVER,2019,1,49.298727,-123.026431
MOUNTAIN HWY OVERPASS,Casualty,June     ,NORTH VANCOUVER,2019,1,49.315572,-123.037589
IRONWORKERS MEMORIAL BRIDGE,Casualty,October  ,NORTH VANCOUVER,2019,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,September,NORTH VANCOUVER,2019,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,August   ,NORTH VANCOUVER,2020,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,December ,NORTH VANCOUVER,2020,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,July     ,NORTH VANCOUVER,2020,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,June     ,NORTH VANCOUVER,2020,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,March    ,NORTH VANCOUVER,2020,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,May      ,NORTH VANCOUVER,2020,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,August   ,NORTH VANCOUVER,2021,4,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,February ,NORTH VANCOUVER,2021,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,July     ,NORTH VANCOUVER,2021,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,March    ,NORTH VANCOUVER,2021,2,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,March    ,NORTH VANCOUVER,2022,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,May      ,NORTH VANCOUVER,2022,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Casualty,September,NORTH VANCOUVER,2022,1,49.298727,-123.026431
COLUMBIA ST # 001500 TO 001599,Casualty,April    ,NORTH VANCOUVER,2019,1,49.302403,-123.030946
W 17TH ST # 000226 TO 000273,Casualty,April    ,NORTH VANCOUVER,2019,1,49.324193,-123.076974
E 24TH ST # 000300 TO 000399,Casualty,April    ,NORTH VANCOUVER,2019,1,49.331141,-123.064321
FULLERTON AVE # 002020 TO 002029,Casualty,August   ,NORTH VANCOUVER,2019,1,49.330032,-123.123393
DOLLARTON HWY # 002900 TO 003074,Casualty,December ,NORTH VANCOUVER,2019,1,49.308752,-122.991274
ST ANDREWS AVE # 001338 TO 001399,Casualty,December ,NORTH VANCOUVER,2019,1,49.320713,-123.066157
E 21ST ST # 000500 TO 000599,Casualty,December ,NORTH VANCOUVER,2019,1,49.328165,-123.058658
W QUEENS RD # 000100 TO 000199,Casualty,December ,NORTH VANCOUVER,2019,1,49.336525,-123.073548
E 4TH ST # 000500 TO 000599,Casualty,July     ,NORTH VANCOUVER,2019,1,49.309515,-123.061719
LONSDALE AVE # 001200 TO 001299,Casualty,July     ,NORTH VANCOUVER,2019,1,49.319459,-123.072386
MONTROYAL BLVD # 000400 TO 000479,Casualty,July     ,NORTH VANCOUVER,2019,1,49.350798,-123.080937
EDGEMONT BLVD # 003100 TO 003150,Casualty,June     ,NORTH VANCOUVER,2019,1,49.337813,-123.102335
LOW LEVEL RD # 000370 TO 000991,Casualty,March    ,NORTH VANCOUVER,2019,1,49.306243,-123.062507
MAHON AVE # 001600 TO 001699,Casualty,May      ,NORTH VANCOUVER,2019,1,49.323685,-123.078531
W QUEENS RD # 000200 TO 000369,Casualty,May      ,NORTH VANCOUVER,2019,1,49.336523,-123.076919
FERN ST # 001500 TO 001539,Casualty,October  ,NORTH VANCOUVER,2019,1,49.311487,-123.03195
SUNNYHURST RD # 003000 TO 003199,Casualty,October  ,NORTH VANCOUVER,2019,1,49.337273,-123.042292
FULLERTON AVE # 002008 TO 002019,Casualty,September,NORTH VANCOUVER,2019,1,49.330695,-123.121934
MT SEYMOUR PKY # 003701 TO 003779,Casualty,August   ,NORTH VANCOUVER,2020,1,49.315892,-122.968128
SEYLYNN CRES # 000600 TO 000699,Casualty,January  ,NORTH VANCOUVER,2020,1,49.31212,-123.031435
E 14TH ST # 000121 TO 000199,Casualty,January  ,NORTH VANCOUVER,2020,1,49.321015,-123.07037
W 2ND ST # 000200 TO 000299,Casualty,March    ,NORTH VANCOUVER,2020,1,49.314681,-123.082482
E 13TH ST # 000100 TO 000199,Casualty,October  ,NORTH VANCOUVER,2020,1,49.31995,-123.070813
MARINE DR # 001100 TO 001199,Casualty,October  ,NORTH VANCOUVER,2020,1,49.32383,-123.106334
DEEP COVE RD # 002050 TO 002199,Casualty,September,NORTH VANCOUVER,2020,1,49.326006,-122.952596
LIONS AVE # 004400 TO 004449,Casualty,April    ,NORTH VANCOUVER,2021,1,49.351098,-123.096826
MARINE DR # 001500 TO 001599,Casualty,December ,NORTH VANCOUVER,2021,1,49.323915,-123.115464
W 15TH ST # 000712 TO 000799,Casualty,January  ,NORTH VANCOUVER,2021,1,49.322261,-123.093227
DUCHESS AVE # 003100 TO 003159,Casualty,July     ,NORTH VANCOUVER,2021,1,49.337993,-123.052553
DOLLARTON HWY # 004000 TO 004129,Casualty,June     ,NORTH VANCOUVER,2021,1,49.304101,-122.95901
PEMBERTON AVE # 000050 TO 000129,Casualty,June     ,NORTH VANCOUVER,2021,1,49.316669,-123.107935
PRINCESS AVE # 002900 TO 002999,Casualty,June     ,NORTH VANCOUVER,2021,1,49.336028,-123.058008
COLUMBIA ST # 001600 TO 001699,Casualty,March    ,NORTH VANCOUVER,2021,1,49.30192,-123.026825
MARINE DR # 001400 TO 001499,Casualty,March    ,NORTH VANCOUVER,2021,1,49.323901,-123.114072
EDGEMONT BLVD # 003200 TO 003299,Casualty,March    ,NORTH VANCOUVER,2021,1,49.338928,-123.103862
E 14TH ST # 000121 TO 000199,Casualty,May      ,NORTH VANCOUVER,2021,1,49.321015,-123.07037
MCKEEN AVE # 001328 TO 001399,Casualty,November ,NORTH VANCOUVER,2021,1,49.315238,-123.113028
FELL AVE # 001400 TO 001499,Casualty,October  ,NORTH VANCOUVER,2021,1,49.321743,-123.094632
CAPILANO RD # 002500 TO 002581,Casualty,September,NORTH VANCOUVER,2021,1,49.333054,-123.117072
PREMIER ST # 000723 TO 000785,Casualty,April    ,NORTH VANCOUVER,2022,1,49.313904,-123.027728
W 3RD ST # 000600 TO 000699,Casualty,April    ,NORTH VANCOUVER,2022,1,49.319361,-123.090316
MARINE DR # 001300 TO 001399,Casualty,April    ,NORTH VANCOUVER,2022,1,49.323885,-123.11197
BAYCREST DR # 000600 TO 000999,Casualty,December ,NORTH VANCOUVER,2022,1,49.312724,-122.952302
W QUEENS RD # 000850 TO 000869,Casualty,December ,NORTH VANCOUVER,2022,1,49.336603,-123.093892
SUNSHINE FALLS LANE # 005781 TO 005789,Casualty,December ,NORTH VANCOUVER,2022,1,49.34689,-122.913618
FULLERTON AVE # 002000 TO 002007,Casualty,January  ,NORTH VANCOUVER,2022,1,49.33011,-123.121984
TRANS-CANADA HWY # 001468 TO 001520,Casualty,January  ,NORTH VANCOUVER,2022,1,49.332468,-123.108505
W 16TH ST # 000117 TO 000159,Casualty,July     ,NORTH VANCOUVER,2022,1,49.323113,-123.073939
MARINE DR # 001200 TO 001299,Casualty,July     ,NORTH VANCOUVER,2022,1,49.323861,-123.109171
MT SEYMOUR RD # 001501 TO 001640,Casualty,July     ,NORTH VANCOUVER,2022,1,49.342655,-122.963759
LONSDALE AVE # 000500 TO 000599,Casualty,June     ,NORTH VANCOUVER,2022,1,49.315523,-123.074915
ROBINSON RD # 003138 TO 003299,Casualty,June     ,NORTH VANCOUVER,2022,1,49.337859,-123.021016
EMERALD DR # 003600 TO 003999,Casualty,June     ,NORTH VANCOUVER,2022,1,49.343264,-123.102262
MARINE DR # 001042 TO 001099,Casualty,March    ,NORTH VANCOUVER,2022,1,49.323826,-123.103949
LYNN VALLEY RD # 000727 TO 000799,Casualty,March    ,NORTH VANCOUVER,2022,1,49.329879,-123.051606
E 29TH ST # 000200 TO 000298,Casualty,March    ,NORTH VANCOUVER,2022,1,49.335644,-123.067809
LILLOOET RD # 001078 TO 001088,Casualty,November ,NORTH VANCOUVER,2022,1,49.315453,-123.022925
MT SEYMOUR PKY # 003141 TO 003299,Casualty,October  ,NORTH VANCOUVER,2022,1,49.315603,-122.982945
SEYMOUR RIVER PL # 000418 TO 000499,Casualty,September,NORTH VANCOUVER,2022,1,49.309818,-123.017549
SUTHERLAND AVE # 001800 TO 001870,Casualty,September,NORTH VANCOUVER,2022,1,49.325263,-123.05464
BARROW ST # 001500 TO 001599,Casualty,April    ,NORTH VANCOUVER,2023,1,49.304303,-123.030949
DONAGHY AVE # 000100 TO 000299,Casualty,April    ,NORTH VANCOUVER,2023,1,49.319102,-123.096897
MAIN ST # 001320 TO 001339,Casualty,August   ,NORTH VANCOUVER,2023,1,49.306604,-123.037645
LOW LEVEL RD # 001000 TO 001003,Casualty,August   ,NORTH VANCOUVER,2023,1,49.308074,-123.052269
E 3RD ST # 000800 TO 000907,Casualty,August   ,NORTH VANCOUVER,2023,1,49.308451,-123.055311
E ESPLANADE # 000100 TO 000199,Casualty,August   ,NORTH VANCOUVER,2023,1,49.310392,-123.077921
LONSDALE AVE # 001600 TO 001699,Casualty,August   ,NORTH VANCOUVER,2023,1,49.323621,-123.072281
KILMER RD # 001000 TO 001299,Casualty,December ,NORTH VANCOUVER,2023,1,49.346334,-123.042259
VENTURA CRES # 000340 TO 000409,Casualty,February ,NORTH VANCOUVER,2023,1,49.351629,-123.078786
W 1ST ST # 000200 TO 000248,Casualty,June     ,NORTH VANCOUVER,2023,1,49.313604,-123.082552
MAHON AVE # 000038 TO 000099,Casualty,June     ,NORTH VANCOUVER,2023,1,49.314327,-123.085042
MARINE DR # 001900 TO 001959,Casualty,June     ,NORTH VANCOUVER,2023,1,49.32395,-123.120582
W 1ST ST # 000822 TO 000849,Casualty,May      ,NORTH VANCOUVER,2023,1,49.318058,-123.096331
LONSDALE AVE # 003000 TO 003099,Casualty,May      ,NORTH VANCOUVER,2023,1,49.336988,-123.071981
EDGEMONT BLVD # 003100 TO 003150,Casualty,May      ,NORTH VANCOUVER,2023,1,49.337813,-123.102335
INDIAN RIVER DR # 005610 TO 005698,Casualty,September,NORTH VANCOUVER,2023,1,49.343131,-122.920909
E 3RD ST & RIDGEWAY AVE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.308529,-123.063259
E 4TH ST & GLADSTONE AVE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.309239,-123.043839
SLEIL-WAUTUTH RD & TAKAYA DR,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.311108,-122.989613
E 1ST ST & LONSDALE AVE & W 1ST ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.311867,-123.078673
SEMISCH AVE & W ESPLANADE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.313086,-123.084133
E KEITH RD & GRAND BLVD E,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.313491,-123.056563
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.313697,-123.004763
LILLOOET RD & OLD LILLOOET RD & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.313944,-123.02443
E 8TH LANE & E 8TH ST & ST ANDREWS AVE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.315167,-123.066405
DEEP COVE RD & MT SEYMOUR PKY & N DOLLARTON HWY,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.315838,-122.953567
MAHON AVE & W 3RD ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.316122,-123.08324
FORBES AVE & W 3RD ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.317265,-123.085826
PEMBERTON AVE & WELCH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.317544,-123.107919
MAHON AVE & W 6TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.318643,-123.080665
E 12TH ST & LONSDALE AVE & W 12TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.318952,-123.072398
BEWICKE AVE & W 2ND ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.319051,-123.091577
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.321159,-123.094648
PEMBERTON AVE & W 15TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.322044,-123.107785
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.322069,-123.072318
LONSDALE AVE & W 16TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.323097,-123.072295
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.323112,-123.100131
MARINE DR & TATLOW AVE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.323938,-123.117544
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.326226,-123.072214
CHESTERFIELD AVE & W 19TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.326259,-123.07539
E 21ST ST & LONSDALE AVE & W 21ST ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.328258,-123.072147
LARSON RD & W 21ST ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.328408,-123.085342
E 24TH ST & LAURALYNN DR & VIEWLYNN DR,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.330354,-123.034539
E 27TH ST & LONSDALE AVE & W 27TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.334123,-123.072045
EDGEMONT BLVD & RIDGEWOOD DR,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.339355,-123.104454
DELBROOK AVE & MONTROYAL BLVD & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.349965,-123.079501
MONTROYAL BLVD & SHIRLEY AVE,Property Damage Only,April    ,NORTH VANCOUVER,2019,1,49.356231,-123.096846
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.307057,-123.040407
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.311704,-123.021179
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.312423,-123.082584
CHESTERFIELD AVE & W 3RD ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.314795,-123.080147
MACKAY RD & W 1ST ST,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.318129,-123.102393
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.332551,-123.117171
E 29TH ST & FROMME RD,Property Damage Only,April    ,NORTH VANCOUVER,2019,2,49.335494,-123.043831
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,3,49.31564,-123.037579
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2019,3,49.328871,-123.053569
E 4TH ST & QUEENSBURY AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.309467,-123.057242
LONSDALE AVE & VICTORY SHIP WAY,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.310618,-123.079833
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.311704,-123.021179
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.313299,-123.040514
E KEITH RD & HENDRY AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.313437,-123.051981
E KEITH RD & GRAND BLVD E,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.313491,-123.056563
CHESTERFIELD AVE & W 2ND ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.314018,-123.080955
FORBES AVE & W 2ND ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.316154,-123.085872
LLOYD AVE & W 1ST ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.317595,-123.105113
MACKAY RD & W 1ST ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.318129,-123.102393
E 12TH ST & ST GEORGES AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.318929,-123.069278
E 13TH ST & ST GEORGES AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.319934,-123.069253
E 13TH ST & LONSDALE AVE & W 13TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.319966,-123.072373
JONES AVE & W KEITH RD,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.31999,-123.081725
JONES AVE & W 16TH AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.323726,-123.081603
GARDEN AVE & MARINE DR,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.323939,-123.118907
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.327144,-123.038238
E 21ST ST & ST GEORGES AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.328233,-123.069078
CHESTERFIELD AVE & W 24TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.331255,-123.075281
E 24TH LANE & LONSDALE AVE ONRAMP & ST GEORGES AVE & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.331672,-123.068953
CAPILANO RD & WOODS DR & UNNAMED LANE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.334658,-123.115763
E 29TH ST & LONSDALE AVE & W 29TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.335657,-123.07201
LONSDALE AVE & W QUEENS RD,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.336525,-123.071991
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.337044,-123.038214
ALLAN RD & LYNN VALLEY RD,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.340051,-123.032579
DORAN RD & MOUNTAIN HWY,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.344388,-123.037923
DELMAR CRT & MONTERAY AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,1,49.352486,-123.080881
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.307057,-123.040407
E 2ND ST & LONSDALE AVE & W 2ND ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.312668,-123.077854
CHESTERFIELD AVE & W 3RD ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.314795,-123.080147
BEWICKE AVE & W 14TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.321224,-123.09132
LLOYD AVE & MARINE DR,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.323815,-123.104899
FIR ST & LARSON RD & WESTVIEW DR,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.325164,-123.089494
E 21ST ST & LONSDALE AVE & W 21ST ST,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.328258,-123.072147
LYNN VALLEY RD & ROSS RD,Property Damage Only,August   ,NORTH VANCOUVER,2019,2,49.336199,-123.039809
MARINE DR & PEMBERTON AVE,Property Damage Only,August   ,NORTH VANCOUVER,2019,3,49.323845,-123.107769
MAIN ST & MOUNTAIN HWY,Property Damage Only,August   ,NORTH VANCOUVER,2019,4,49.305167,-123.032063
